replicate,first_CG23_failure,first_anytime_failure,terminal_k,terminal_risk
2066,0,0,2,0.00015246650109900767
2067,0,0,2,0.0002087067521286189
2068,0,0,1,7.789572813281221e-05
2069,0,0,1,5.2247303132434e-05
2070,0,0,2,0.0001787010725470971
2071,0,0,2,0.00019953668587889962
2072,0,0,2,2.5987480278861552e-05
2073,0,0,1,1.3003966163043395e-05
2074,0,0,2,0.00022896589552811754
2075,0,0,1,7.111496804186067e-05
2076,0,0,2,0.00027833129773746553
2077,0,0,2,0.0002441329105879219
2078,0,0,2,0.00013507857481220154
2079,0,0,1,7.56483810385204e-05
2080,0,0,2,0.0002979722519922888
2081,0,0,2,5.353097464906145e-05
2082,0,0,2,0.0010737814086624281
2083,0,0,2,4.759881768806463e-05
2084,0,0,2,9.956311986949012e-05
2085,0,0,2,0.00028547052279416616
2086,0,0,2,0.0001122094750737442
2087,0,0,2,0.00014684426399674732
2088,0,0,2,0.00010959253055796913
2089,0,0,2,0.00019113363565886638
2090,0,0,2,0.00018895459274307667
2091,0,0,2,0.00026896486487381266
2092,0,0,2,0.0008226264770210375
2093,0,0,2,0.0001360575467155577
2094,0,0,1,0.00017445924515117046
2095,0,0,2,0.0003519812162317039
2096,0,0,2,0.0004131505577092927
2097,0,0,2,0.0004070855647663287
2098,0,0,2,0.00017861549573068553
2099,0,0,2,0.00012922264748269297
2100,0,0,2,0.0002321694172320166
2101,0,0,2,0.0003474185689353878
2102,0,0,2,4.685951252056836e-05
2103,0,0,2,0.00024893136798554913
2104,0,0,2,0.00021812049650217518
2105,0,0,2,0.000292999195574504
2106,0,0,2,0.0001146592390555373
2107,0,0,2,0.0003577871875892982
2108,524,0,2,0.00010144320737303091
2109,0,0,2,0.00020420599328215344
2110,0,0,2,0.00023372616348223078
2111,0,0,2,0.0005836707253386512
2112,0,0,2,0.00032229070215025464
2113,0,0,1,0.00033799631362332644
2114,0,0,2,0.00015083336095433718
2115,0,0,1,8.955896683804634e-05
2116,0,0,1,1.4550218738679725e-05
2117,0,0,2,0.00041132852642650214
2118,0,0,2,0.00015965766059104696
2119,0,0,2,0.0002471341515637898
2120,0,0,2,0.000175447822288715
2121,0,0,2,8.205545140475364e-05
2122,0,0,2,0.000489105842907377
2123,0,0,2,5.464111536171694e-05
2124,0,0,2,0.00020530634793409672
2125,4836,0,2,0.0006134625379462896
2126,0,0,2,0.0001204829766366538
2127,0,0,2,0.00023505219175349126
2128,0,0,2,0.00035870095746429084
2129,0,0,2,0.00013722987517715424
2130,0,0,2,0.0003010345684363559
2131,0,0,1,0.00042447161027780973
2132,0,0,2,0.00023215220762866685
2133,0,0,2,0.0005095495302261324
2134,0,0,2,0.00017831622317980754
2135,0,0,1,2.062407205715444e-05
2136,0,0,2,8.719961408841303e-05
2137,0,0,2,0.00019823382707240852
2138,0,0,2,0.00015893635854683096
2139,0,0,1,0.00030467831168709227
2140,0,0,2,0.0001357038308448883
2141,0,0,2,0.0001837361136436419
2142,190,0,2,0.0003948258351492835
2143,0,0,2,0.0002751322154279146
2144,0,0,2,0.0003853254807371513
2145,0,0,2,0.00028001704758767466
2146,0,0,2,0.0002140252597989004
2147,0,0,1,2.24892875710538e-05
2148,0,0,2,0.0002823950548650466
2149,0,0,2,7.249802119223686e-05
2150,0,0,1,0.00014425019540566085
2151,0,0,2,2.7003170548684515e-05
2152,0,0,2,0.0002408605275168415
2153,0,0,2,0.0004001921233625605
2154,0,0,2,0.0006413990883699059
2155,0,0,1,0.00020777348999380954
2156,0,0,2,4.664018854952787e-05
2157,0,0,2,0.00011955245483284444
2158,0,0,2,0.00011859454453413116
2159,0,0,2,0.00016437864251627902
2160,0,0,2,0.00047978167011520603
2161,0,0,2,0.00025573622879413506
2162,0,0,2,0.00035615824002983203
2163,0,0,1,0.00015070517901113017
2164,0,0,2,7.860221666462181e-06
2165,0,0,2,0.0001242726178149548
2166,0,0,2,0.00015849507724432642
2167,0,0,2,3.5697319580289065e-05
2168,0,0,1,9.272563510412571e-05
2169,0,0,2,0.00023930022454719783
2170,0,0,2,6.0389920549955817e-05
2171,0,0,2,5.4440930248325e-05
2172,0,0,2,8.88735345742733e-05
2173,0,0,2,0.00017845549205961086
2174,0,0,2,9.92344632727507e-05
2175,0,0,2,0.0002351364989341809
2176,0,0,2,0.0003807578779438771
2177,0,0,2,0.00028573082152986724
2178,0,0,1,2.8888542872438546e-05
2179,0,0,2,4.133612927426482e-05
2180,0,0,2,0.0002097942359809875
2181,1120,0,2,0.0002939567550285811
2182,0,0,2,0.0003580403828487545
2183,0,0,2,0.00041060566618983835
2184,0,0,2,0.00027321781129745394
2185,0,0,2,0.00017208659658675323
2186,0,0,2,0.0003299767716406078
2187,0,0,2,0.00032624651777245
2188,0,0,2,0.0003411992494403083
2189,0,0,2,0.0006857929686219366
2190,0,0,2,0.00031160534753785695
2191,0,0,2,0.00024121744386147625
2192,0,0,2,0.00027217147511403344
2193,0,0,1,0.0004515965263909042
2194,0,0,2,0.00012199402758321566
2195,0,0,2,0.0003970603831064712
2196,0,0,2,4.6447938536743085e-05
2197,0,0,2,0.0004480794780470031
2198,0,0,2,0.0005582243523245379
2199,7,0,2,0.0002597009143274107
2200,0,0,1,0.0003220866133984644
2201,0,0,1,6.606398172064291e-05
2202,324,0,1,0.00015140693480025284
2203,0,0,2,0.0005087372680839421
2204,0,0,2,0.0003032645661650497
2205,0,0,2,0.00042476974696007514
2206,0,0,2,0.00040490018475883185
2207,0,0,2,9.683080193993681e-05
2208,0,0,2,1.9270170327255213e-05
2209,0,0,2,0.0003947662392545622
2210,0,0,2,0.0005092648954351756
2211,0,0,2,0.00043908522252149914
2212,0,0,1,0.00018286128554184552
2213,0,0,1,9.97220379375488e-05
2214,0,0,2,0.0002598941683427317
2215,0,0,2,0.0002142850503723252
2216,0,0,2,0.0003503842822409122
2217,0,0,2,0.0001651217917082294
2218,0,0,1,2.7191935783906975e-05
2219,0,0,2,0.0002830732305717255
2220,0,0,2,0.0003736827154928216
2221,0,0,2,0.0002379671637962929
2222,0,0,2,0.00043731761147264265
2223,0,0,2,7.60542129205951e-05
2224,0,0,2,2.797135496637148e-05
2225,0,0,2,0.0002695982682533993
2226,419,0,2,8.233450700100833e-05
2227,0,0,1,7.869754158674776e-05
2228,0,0,2,0.000378572464367869
2229,0,0,2,0.00013572907310986103
2230,0,0,2,0.0004445489052211592
2231,0,0,2,0.00031319634527645485
2232,0,0,2,0.00017122518692898935
2233,0,0,2,8.359110514088991e-05
2234,0,0,2,0.0002028354099564836
2235,0,0,2,8.883522994804274e-05
2236,15,0,2,0.00045306443951111856
2237,0,0,1,0.00027572184591533256
2238,0,0,2,0.0003202748568897346
2239,0,0,2,0.00018352562664600416
2240,0,0,1,2.9755472593342988e-05
2241,0,0,2,0.00019113939404433278
2242,0,0,2,0.0002588885338050383
2243,0,0,1,0.00012966181191883502
2244,0,0,2,2.52288483304935e-05
2245,101,0,1,9.67857679356457e-05
2246,0,0,2,0.0004253062464386044
2247,0,0,2,0.0002809403232702836
2248,0,0,2,0.000531364948722601
2249,0,0,2,0.0001022138582425898
2250,0,0,2,0.0001549132849608874
2251,0,0,1,1.0206531967093097e-05
2252,0,0,2,0.00012501676281129512
2253,0,0,2,0.00015520602124455472
2254,0,0,2,0.0002055957727782058
2255,0,0,2,8.986593426942893e-05
2256,0,0,2,0.00023228374784660803
2257,0,0,2,0.0004909394660285425
2258,0,0,2,0.00028692273862990307
2259,0,0,1,4.3738729937683546e-05
2260,0,0,2,0.000514492791703913
2261,7,0,1,0.0003333170396543944
2262,0,0,2,0.000168892105661692
2263,0,0,2,0.0002540453501187973
2264,0,0,2,0.00010152839043791515
2265,4914,0,2,0.0007978346903147341
2266,0,0,2,0.00020422117582664264
2267,0,0,2,0.0001557685467742105
2268,0,0,2,9.55919889922052e-05
2269,0,0,1,0.00020460534627782256
2270,0,0,2,0.0006844726361789011
2271,0,0,2,0.0005947285786169013
2272,0,0,2,0.0001990663707218246
2273,0,0,2,3.768736610827692e-05
2274,0,0,2,0.00031562584201215763
2275,0,0,2,0.00012652759336456083
2276,0,0,2,0.00033426666310336573
2277,0,0,2,0.000157795710315358
2278,0,0,2,0.0004693938089872842
2279,0,0,1,0.00012250003302741912
2280,0,0,2,3.540959792576139e-05
2281,0,0,1,4.0440527826417027e-05
2282,0,0,2,2.647541528292524e-05
2283,0,0,2,0.0003348185517479764
2284,0,0,2,0.00024697465595039915
2285,0,0,2,0.00012208748961695746
2286,0,0,2,0.0009494416146535961
2287,0,0,2,0.0002332446298562883
2288,0,0,2,0.00010485351048334277
2289,0,0,2,0.00017102560904305999
2290,0,0,2,6.823146962852276e-05
2291,0,0,2,0.0005476965613705688
2292,0,0,2,0.0005755959046716231
2293,0,0,2,8.822203236275445e-05
2294,0,0,2,0.0005897034287400227
2295,0,0,2,0.0001594024997629207
2296,0,0,2,2.7716171367690302e-05
2297,0,0,2,0.00042829478643356905
2298,0,0,2,0.00023476561779963088
2299,0,0,1,1.912464113809112e-05
2300,0,0,2,0.0003696010366164533
2301,0,0,1,7.559937865337655e-06
2302,0,0,2,0.0002336689618812217
2303,0,0,2,0.00012652449172080728
2304,0,0,1,2.4779123292950925e-06
2305,0,0,2,0.000161488744421253
2306,0,0,2,0.00036314470893133804
2307,0,0,2,0.00020113596320989213
2308,0,0,2,0.0002865870003702672
2309,0,0,2,0.0003715948847210216
2310,0,0,2,0.0001876265411200688
2311,0,0,2,0.0001498428343460963
2312,0,0,2,0.0003369212160036618
2313,0,0,2,0.00020201832782354223
2314,0,0,2,7.673295079439692e-05
2315,0,0,2,0.00012418584771540633
2316,0,0,2,0.00017478750280739276
2317,0,0,2,0.0004048829391441345
2318,0,0,2,0.00010547250202310502
2319,12,0,2,0.0005999565208328151
2320,0,0,2,0.00025930276374380875
2321,0,0,2,0.0002126293030616636
2322,0,0,2,0.00035153275438613943
2323,0,0,2,2.2176179785911574e-05
2324,0,0,2,0.000416002677452631
2325,0,0,1,7.387660958735647e-05
2326,0,0,2,0.0002703829060252697
2327,0,0,2,0.00014410145644390372
2328,0,0,2,0.00040319077288293294
2329,0,0,1,1.2088188014734113e-06
2330,0,0,2,0.0003909213701409832
2331,0,0,2,7.237300616233438e-05
2332,0,0,2,0.00034320011593085215
2333,0,0,2,0.00029860443619375717
2334,0,0,1,0.00021419131207911876
2335,0,0,2,4.959595285244441e-05
2336,0,0,2,5.039780186085888e-05
2337,0,0,2,0.0003199327000059325
2338,0,0,2,8.667887965634226e-05
2339,0,0,2,0.00022710984407030787
2340,0,0,1,4.401851922574518e-05
2341,0,0,1,0.0002717898252961459
2342,0,0,2,0.0005258176529651072
2343,0,0,2,0.00014627527209018463
2344,0,0,2,0.00015675060599001217
2345,0,0,2,0.00024110131942402474
2346,0,0,2,0.00031108297759668716
2347,0,0,2,0.0004461876354492413
2348,0,0,2,5.000140243001946e-05
2349,0,0,2,0.0005801136583398556
2350,0,0,2,0.0002835617876409022
2351,0,0,2,0.00016003549106356684
2352,0,0,2,0.00013777251736052777
2353,0,0,2,0.00018597813248441125
2354,0,0,1,0.00016755550924654752
2355,0,0,1,0.00014412377970684733
2356,34,0,2,3.610334931262193e-05
2357,0,0,2,0.0001595670262659706
2358,0,0,2,0.00039339677059849264
2359,0,0,2,0.0003964115111841986
2360,0,0,2,0.00015984414524351147
2361,0,0,2,0.000531120415603222
2362,0,0,1,0.00013622884597758658
2363,0,0,2,0.0001344523123371476
2364,0,0,2,0.00011011871874198995
2365,0,0,1,1.3956846107324374e-05
2366,0,0,2,0.00019754337016079747
2367,0,0,2,0.00025220638199211366
2368,0,0,2,0.0001389911613709734
2369,0,0,2,0.00010133792309090911
2370,0,0,2,2.9043603202086116e-05
2371,0,0,2,0.00020029349461493694
2372,0,0,2,5.739146859522137e-05
2373,0,0,1,0.00012731029371105081
2374,0,0,2,8.000409213339583e-05
2375,0,0,2,0.00034339911901667524
2376,0,0,2,0.00022458049963818303
2377,0,0,2,5.85257181408322e-05
2378,0,0,1,1.1437480381196114e-05
2379,0,0,2,9.62576053980562e-05
2380,0,0,2,0.00022508087726229943
2381,0,0,1,0.00024690734309962633
2382,0,0,2,0.0002444852502614612
2383,0,0,1,2.260987562233878e-05
2384,0,0,2,0.000368977482890498
2385,0,0,2,0.00039539603590410343
2386,0,0,2,6.79571115038042e-05
2387,0,0,2,3.944277781144498e-05
2388,0,0,2,0.0001610048275154868
2389,0,0,2,0.0009127596243465884
2390,28,0,2,0.0003858159525485446
2391,0,0,2,0.00013992486219649365
2392,0,0,2,0.0002739410365912929
2393,279,0,1,2.4511298537675293e-05
2394,0,0,2,0.00026915210742948077
2395,286,0,2,0.00015335691447646043
2396,0,0,2,0.00020180183350140178
2397,0,0,2,3.0763716933082024e-05
2398,0,0,2,0.00011448052066934603
2399,0,0,2,0.0001759254993957051
2400,0,0,2,0.00013679087219808735
2401,0,0,2,0.0003134473639370405
2402,0,0,2,0.00022900739524230756
2403,0,0,2,0.00011483953667249804
2404,0,0,1,2.0771532313080698e-05
2405,0,0,2,0.00015650810900230049
2406,5677,0,2,0.0008076321531606417
2407,0,0,2,9.424682875522369e-05
2408,0,0,2,0.00016792939968703494
2409,0,0,2,0.000341573532661118
2410,0,0,2,0.000349807294972183
2411,0,0,2,0.00031199620808531134
2412,0,0,1,0.0004245546766371167
2413,0,0,2,8.803368071303935e-05
2414,0,0,1,0.0008045947166595136
2415,0,0,2,0.00020499541164501327
2416,0,0,2,0.00022599317985898043
2417,0,0,2,0.0003034092947557916
2418,0,0,2,0.0002055915245675833
2419,0,0,2,0.00023062613065913902
2420,0,0,2,0.00037364872000430555
2421,0,0,1,0.00011660323651586925
2422,0,0,1,0.00015959773113494977
2423,0,0,2,0.00042213072738021644
2424,0,0,2,0.00010603147415888516
2425,0,0,1,9.013965658033433e-05
2426,0,0,2,0.00037523803074433006
2427,0,0,2,0.00027804036556498905
2428,0,0,2,0.000517228454284263
2429,0,0,2,0.0003381995185878968
2430,0,0,2,0.00011246506371764802
2431,5596,0,2,0.00053580023209259
2432,0,0,2,0.00035275098559065123
2433,0,0,2,9.948488819114009e-05
2434,0,0,2,7.271071135821399e-05
2435,0,0,2,0.00038216958261035565
2436,0,0,2,0.00028229166122142136
2437,0,0,2,0.00012501661765871506
2438,0,0,2,0.000315486001736669
2439,0,0,2,0.00011404765445329036
2440,3780,0,2,0.0003343559478038556
2441,0,0,2,0.0006416435191261931
2442,0,0,2,3.427910431300726e-05
2443,0,0,2,0.00018216408631469504
2444,0,0,2,0.00033895164931339015
2445,0,0,2,8.723142344979501e-05
2446,0,0,2,8.46454252650846e-05
2447,0,0,2,0.00011798312204654382
2448,0,0,2,0.000603778281897981
2449,0,0,2,0.00011513190285844845
2450,0,0,2,0.0004132999924639525
2451,0,0,2,0.0002636983818444175
2452,0,0,2,0.00020271214297452587
2453,0,0,2,0.00028198680979731863
2454,0,0,2,0.0003825241521505187
2455,0,0,2,0.00043125952666151163
2456,0,0,2,0.0001414189818427588
2457,0,0,2,0.0001492509717520732
2458,0,0,2,0.00017213145123211302
2459,0,0,2,0.0004866796342353167
2460,0,0,1,1.8008744389671835e-05
2461,0,0,2,0.00025772739050180154
2462,0,0,2,0.00016915731099742797
2463,0,0,2,0.0008287810126622144
2464,0,0,1,3.665437797691262e-05
2465,0,0,2,0.00028557281103624223
2466,945,0,2,0.0004241433900655856
2467,0,0,2,0.00023081028129195514
2468,0,0,2,0.0003156936569470879
2469,0,0,2,0.00013509456578883963
2470,0,0,1,8.108855755138742e-06
2471,0,0,2,0.00038949201545436524
2472,0,0,2,4.6808991443802974e-05
2473,14,0,2,9.967742806548122e-05
2474,0,0,2,0.00035128094418693684
2475,0,0,2,7.774849985650421e-05
2476,0,0,2,0.0003312964236059792
2477,0,0,2,0.0003505931388979485
2478,0,0,2,0.00037634426284209046
2479,0,0,2,0.0001238402016728105
2480,0,0,2,0.00025490879652740803
2481,0,0,2,0.00019945633631868773
2482,0,0,2,9.514574919352843e-05
2483,0,0,1,7.43968192461504e-05
2484,0,0,2,0.00028231558375926456
2485,0,0,2,1.7243922855698792e-05
2486,0,0,2,0.0008429691817505795
2487,0,0,2,0.0002833989575933002
2488,0,0,2,0.00013866421279622334
2489,0,0,2,0.00015802480641093766
2490,0,0,2,0.0001255587135984632
2491,0,0,2,0.0003504991905392213
2492,0,0,1,8.520437596539342e-06
2493,0,0,2,0.0001782198994592727
2494,0,0,1,3.831139955414431e-05
2495,7,0,2,0.00024268060087617624
2496,0,0,2,0.00012494028679812586
2497,0,0,2,0.00025964152987324155
2498,0,0,2,0.0001145501474274982
2499,0,0,1,3.8568593618730696e-05
2500,0,0,2,0.00026987293954035306
2501,0,0,2,9.651668831582405e-05
2502,0,0,2,9.900308633742554e-05
2503,0,0,2,3.486012096402825e-05
2504,0,0,2,0.0003801325351494198
2505,0,0,2,0.00023252678022026035
2506,0,0,2,9.868087128416606e-05
2507,0,0,1,0.0001043267420238545
2508,0,0,2,0.0001584163183978507
2509,0,0,2,5.559082997217405e-05
2510,0,0,2,8.528357985127794e-05
2511,0,0,2,0.0002522598292368619
2512,0,0,2,0.00027963154770660985
2513,0,0,2,0.00044265783854479984
2514,0,0,2,0.00036723259963761224
2515,0,0,2,0.0001773751477335598
2516,0,0,2,4.098843690028626e-05
2517,103,0,2,0.00012547574218907235
2518,0,0,2,9.005552516651499e-05
2519,0,0,2,0.0003554710465232976
2520,2712,0,2,0.0002477974662138089
2521,0,0,2,5.209439520264186e-05
2522,0,0,2,0.00016878880998320552
2523,0,0,1,0.00032850162996994327
2524,0,0,2,0.00037596339940910653
2525,0,0,2,0.00033093085506211286
2526,0,0,2,0.00047529476216338077
2527,0,0,2,0.00031313797685207217
2528,0,0,2,0.000199648202730463
2529,0,0,2,0.0003799883052988039
2530,0,0,2,0.00036406455738050236
2531,0,0,2,0.0002387464879257288
2532,0,0,1,0.00010309992417763643
2533,0,0,2,0.00030226097434691787
2534,0,0,2,0.0010508384480586038
2535,0,0,2,0.00026289131197945644
2536,0,0,2,0.00014383589239954384
2537,7,0,2,0.0003269579247328152
2538,0,0,2,0.00011539996450854569
2539,0,0,2,0.00021823762952590548
2540,0,0,2,4.0392709005463256e-05
2541,0,0,2,0.0004896547952001021
2542,0,0,2,8.871352722267213e-05
2543,0,0,2,0.00020966941516915765
2544,0,0,2,0.0006115286597006602
2545,0,0,2,0.0003962699694257359
2546,0,0,2,0.0001344798520953669
2547,0,0,2,4.3719492406661174e-05
2548,0,0,1,2.4253581976696374e-05
2549,0,0,1,9.089337205283381e-05
2550,0,0,2,0.0001041112648878735
2551,0,0,2,0.00019073610266885361
2552,0,0,2,8.125363910791052e-05
2553,0,0,2,0.00016418241730026492
2554,0,0,1,1.4818215503405763e-05
2555,0,0,1,4.3792587312129265e-05
2556,0,0,2,0.00019525506739191925
2557,0,0,2,0.0009038235291886149
2558,0,0,2,2.7020497957902264e-05
2559,0,0,2,0.00025384883090170496
2560,0,0,2,0.0001930352979698145
2561,6071,0,1,6.849330555720136e-05
2562,0,0,2,0.00034284335027806156
2563,0,0,2,0.0004925224186464738
2564,0,0,2,0.00048486078958410225
2565,0,0,2,0.00019503515054391168
2566,0,0,1,0.00012207983806641616
2567,0,0,2,3.215298363959912e-05
2568,0,0,2,0.00021252014497770454
2569,52,0,2,0.00012375163822820137
2570,0,0,2,3.418775748328326e-05
2571,0,0,2,0.00028567574787562947
2572,0,0,2,7.840848836566349e-05
2573,0,0,2,0.00020787269826170858
2574,0,0,2,0.000252332862871492
2575,0,0,2,6.237679859803927e-05
2576,0,0,2,0.0002750260632572098
2577,0,0,2,0.0005187021358560459
2578,0,0,2,0.0003475899051977874
2579,0,0,2,0.00015431671279121772
2580,0,0,2,0.0002315463116773651
2581,0,0,2,0.00030394367261155243
2582,0,0,2,2.01609623604614e-05
2583,0,0,2,0.0003772507211325892
2584,0,0,2,0.0010698937572791232
2585,0,0,1,0.00010153418331366201
2586,0,0,2,0.0003005351354242671
2587,0,0,1,2.0283798248387345e-05
2588,0,0,2,0.00018665076126005614
2589,0,0,2,1.4864000365555371e-05
2590,0,0,2,0.00023744023415804848
2591,0,0,2,4.0886159200859175e-05
2592,0,0,2,0.00028320701669271974
2593,0,0,2,0.0006293186581391415
2594,0,0,1,0.0004992760416548713
2595,0,0,1,8.189609826185666e-05
2596,0,0,1,4.790755737405098e-05
2597,0,0,2,0.00013879676054301298
2598,0,0,2,5.603660437150298e-05
2599,0,0,2,4.1338214180542764e-05
2600,0,0,2,0.0001390710029228346
2601,0,0,2,0.000285764484782857
2602,0,0,2,0.0002096101661412651
2603,0,0,2,0.0004687433200718256
2604,0,0,2,2.4754023179102217e-05
2605,128,0,2,0.00019531251477598982
2606,0,0,2,4.7388910328451855e-05
2607,0,0,2,0.00018427641091155344
2608,0,0,2,0.00021677179918759513
2609,0,0,2,0.000510804479995121
2610,0,0,1,0.00011418915031889694
2611,0,0,2,0.00043721749920044465
2612,0,0,2,0.00016044345220758957
2613,0,0,1,1.6293516917126265e-05
2614,0,0,2,0.00010933142485961903
2615,0,0,2,0.0004072200666854381
2616,0,0,2,0.0001369610363835785
2617,0,0,2,0.00011983289017233786
2618,0,0,2,0.0005022636016760479
2619,7,0,1,8.625727114780546e-05
2620,0,0,2,4.600853179165498e-05
2621,0,0,2,0.00018819004106065615
2622,0,0,2,0.00023632309883424033
2623,0,0,2,0.00010302089558611421
2624,0,0,2,0.0003864384961384139
2625,0,0,2,0.00032681644856237226
2626,0,0,2,0.0003610732543039354
2627,0,0,2,0.0005503100308847859
2628,0,0,2,0.0001714319366825393
2629,0,0,2,0.0002911781936676879
2630,0,0,2,0.000185546520268548
2631,0,0,2,0.0009529166606712503
2632,0,0,1,0.00014246267562375748
2633,0,0,2,0.00011972304139291139
2634,85,0,2,8.153842198115636e-05
2635,0,0,2,0.00017499282376596701
2636,0,0,2,0.00042780081223080734
2637,0,0,2,0.00040824692383215386
2638,0,0,2,0.00012801610588652305
2639,2637,0,2,0.0010072222300718824
2640,0,0,2,0.0002961556194631595
2641,0,0,2,0.00022826911562675404
2642,0,0,2,0.0003519640416441724
2643,0,0,2,6.635571193747727e-05
2644,0,0,2,0.00024509164464412905
2645,0,0,2,0.00017254897060648097
2646,0,0,2,0.00021821437159034744
2647,0,0,2,0.00010960802499501804
2648,0,0,2,0.00014822759764793826
2649,0,0,2,0.00042490034952254017
2650,0,0,1,4.8720418449729085e-05
2651,0,0,2,0.0005024203644413214
2652,0,0,2,0.00014252642287884793
2653,0,0,2,0.0004329475359517699
2654,0,0,1,0.00015854839980672443
2655,0,0,2,0.00021027015606389854
2656,0,0,2,6.053530488914692e-05
2657,36,0,2,0.00010369303194710955
2658,27,0,2,0.0002858362595143261
2659,0,0,1,8.173915045085166e-05
2660,7,0,2,0.0005204100034992955
2661,0,0,1,0.0002734784374372105
2662,0,0,2,0.00020280394836327687
2663,0,0,1,6.601808751250003e-05
2664,0,0,1,0.00011532042766729771
2665,0,0,2,0.0008355312332370974
2666,0,0,2,6.19473825670018e-05
2667,0,0,1,4.489594129999175e-05
2668,0,0,2,0.00036642925271227
2669,0,0,1,4.6939562623518825e-05
2670,0,0,2,0.00013083413511182695
2671,0,0,2,8.753674525814187e-05
2672,0,0,2,0.0003096339431643886
2673,0,0,2,3.069560436252625e-05
2674,0,0,2,5.4645090641389986e-05
2675,0,0,2,0.00023034586761640455
2676,0,0,2,2.6326979676835083e-05
2677,0,0,2,0.0002697223471742725
2678,0,0,2,0.0006392123841582858
2679,0,0,2,6.211895310800855e-05
2680,5190,0,2,0.00048101253556646884
2681,0,0,2,0.00015828347273626295
2682,0,0,2,0.0005074627045837774
2683,0,0,2,0.0003370670841688421
2684,0,0,2,0.00043259458438140607
2685,0,0,2,0.00026441014437160866
2686,0,0,2,0.0002004831423868312
2687,0,0,2,0.0002905902643760127
2688,0,0,2,0.00021181823865145527
2689,2681,0,1,0.000311651777347707
2690,0,0,2,6.943463395555342e-05
2691,0,0,2,0.00013816391034111538
2692,0,0,2,0.00015901252817744543
2693,0,0,2,0.00026460925398322276
2694,646,0,2,0.00010080712515207955
2695,0,0,1,4.529311367664958e-05
2696,0,0,1,4.4643167685576266e-05
2697,0,0,2,0.00017169798413958507
2698,7,0,2,7.86900260958536e-05
2699,140,0,2,0.0002970354669247605
2700,0,0,2,5.9695969282117626e-05
2701,0,0,2,0.0003216507757247581
2702,0,0,2,0.00014038659462196467
2703,0,0,2,0.000274781042457216
2704,0,0,2,5.8357549910860064e-05
2705,0,0,2,0.00022014701566264763
2706,0,0,1,3.7576152996501916e-05
2707,0,0,2,0.0006324781205816104
2708,7,0,2,0.0001808119604237853
2709,0,0,2,0.00011275074198645515
2710,0,0,2,0.0006237970415088783
2711,0,0,1,7.316667127331216e-05
2712,0,0,2,0.0002565239049107447
2713,0,0,1,2.7762737464418887e-05
2714,0,0,2,7.980387119196256e-05
2715,0,0,1,5.283079968454952e-05
2716,0,0,2,0.0004046695310577587
2717,0,0,2,9.733554946897377e-05
2718,0,0,2,0.00036783889575486915
2719,0,0,2,7.404285030197284e-05
2720,0,0,2,0.00034275727864029867
2721,28,0,2,0.00016761957163207494
2722,0,0,2,0.0001786402339998708
2723,0,0,2,1.8391874052589607e-05
2724,0,0,2,0.0005760638499873522
2725,0,0,2,0.00017548558372797992
2726,0,0,2,0.0003894667031743183
2727,0,0,2,0.00020673192915942042
2728,0,0,2,0.00032813606518367197
2729,0,0,2,0.000462172649030151
2730,0,0,2,0.00013242017519933834
2731,0,0,2,0.00018967444223071792
2732,0,0,2,0.00033306241627742374
2733,0,0,1,0.00021604787675136435
2734,0,0,2,0.00016240709248578457
2735,0,0,2,5.606020999277694e-05
2736,0,0,2,0.00024397050150326896
2737,0,0,2,0.00042095302755239006
2738,0,0,2,0.00029307970282907187
2739,0,0,2,0.0002567128154955428
2740,7,0,2,0.0002508148542033305
2741,0,0,2,1.679097087452308e-05
2742,3028,0,2,0.00041474910597889104
2743,0,0,2,0.0001402340838990365
2744,0,0,2,0.00017358692662745601
2745,0,0,1,1.5405142034253126e-05
2746,0,0,2,0.0004526107363030454
2747,0,0,2,0.00012542175839365676
2748,0,0,2,9.110908444877924e-05
2749,0,0,2,8.698261484664597e-05
2750,0,0,2,0.00012883767971458236
2751,0,0,2,0.0004115243684101087
2752,0,0,2,0.0003548186186205285
2753,0,0,2,0.00029047654449840347
2754,0,0,2,0.0003055600909300279
2755,0,0,2,0.0007478289830521111
2756,0,0,2,0.00017548062899066643
2757,7,0,2,0.0001339386403998067
2758,0,0,2,0.0002113470202438129
2759,0,0,2,0.0003814987076727575
2760,0,0,2,0.00013495631202675764
2761,0,0,2,0.00021207357479352255
2762,0,0,2,0.0006479782096497452
2763,0,0,2,0.0003064709841549231
2764,0,0,2,0.0002403131188211407
2765,0,0,2,0.00038049901129996397
2766,0,0,2,0.00021792602540368335
2767,0,0,2,0.00029688965136590414
2768,0,0,2,7.400141875382675e-05
2769,0,0,2,0.0001840486055185603
2770,0,0,2,0.00024329900881964853
2771,0,0,2,2.0500060041593337e-05
2772,0,0,2,0.00037383074229723634
2773,0,0,2,0.0009148652575485374
2774,0,0,2,0.00020096259071565982
2775,0,0,2,0.00028523239990298953
2776,0,0,2,0.000179708027800126
2777,0,0,1,1.024329324872505e-05
2778,0,0,2,0.00043856348328881266
2779,0,0,2,0.00011818131597529768
2780,0,0,2,0.00034154977402478287
2781,0,0,2,3.5687048264636705e-05
2782,0,0,2,0.00039704445088371805
2783,0,0,2,0.00038095723069690013
2784,0,0,1,6.954999589385722e-06
2785,0,0,2,0.0003918876792775955
2786,0,0,2,0.0006569768819368554
2787,0,0,2,0.00047402229206045795
2788,0,0,2,5.870663309215902e-05
